"FLIR_ID_Date","photo_type","date","site"
"FLIR1785_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1787_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1789_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1791_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1793_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1795_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1797_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1799_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1801_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1803_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1805_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1807_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1809_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1811_2024-06","transect",2024-06-10,"Vorisek Pond"
"FLIR1435_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1437_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1439_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1441_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1443_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1445_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1447_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1449_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1451_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1453_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1455_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1457_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1459_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1461_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1463_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1465_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1467_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1469_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1471_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1473_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1475_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1477_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1479_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1481_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1483_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1485_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1487_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1489_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1491_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1493_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1495_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1497_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1499_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1501_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1503_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1505_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1507_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1509_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1511_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1513_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1515_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1517_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1519_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1521_2024-05","transect",2024-05-28,"Tryon-Weber"
"FLIR1225_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1227_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1229_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1231_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1233_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1235_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1239_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1241_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1243_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1245_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1247_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1249_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1251_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1253_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1255_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1259_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1261_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1263_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1265_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1267_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1269_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1271_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1273_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1275_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1281_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1283_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1285_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1289_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1291_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1293_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1295_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1297_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1299_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1301_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1303_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1305_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1307_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1309_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1311_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1313_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1315_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1317_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1319_2024-05","transect",2024-05-15,"Vorisek Pond"
"FLIR1333_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1335_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1337_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1339_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1341_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1343_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1345_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1347_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1349_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1351_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1353_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1355_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1357_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1359_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1361_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1365_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1367_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1371_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1373_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1375_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1377_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1379_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1381_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1383_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1385_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1387_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1389_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1391_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1393_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1395_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1397_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1399_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1401_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1403_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1405_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1407_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1409_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1411_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1413_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1415_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1417_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1419_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1421_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1423_2024-05","transect",2024-05-20,"Wood Lab Pond"
"FLIR1129_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1133_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1135_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1137_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1139_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1141_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1145_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1147_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1149_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1151_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1153_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1155_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1157_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1158_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1161_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1163_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1165_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1167_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1169_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1173_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1175_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1177_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1181_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1183_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1185_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1187_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1189_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1191_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1193_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1195_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1197_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1199_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1201_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1203_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1205_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1207_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1209_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1211_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1213_2024-05","transect",2024-05-08,"Tuttle Pond"
"FLIR1011_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1013_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1015_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1017_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1019_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1021_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1023_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1025_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1027_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1029_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1031_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1033_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1035_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1037_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1039_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1041_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1043_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1045_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1047_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1049_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1051_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1053_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1055_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1057_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1061_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1063_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1065_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1067_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1069_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1071_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1073_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1075_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1077_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1081_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1083_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1085_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1087_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1089_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1091_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1093_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1097_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1101_2024-05","transect",2024-05-06,"RV Pond"
"FLIR1103_2024-05","transect",2024-05-06,"RV Pond"
"FLIR0913_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0915_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0917_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0919_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0921_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0923_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0925_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0927_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0929_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0931_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0933_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0935_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0937_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0939_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0941_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0943_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0945_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0947_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0951_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0953_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0955_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0957_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0959_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0961_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0963_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0965_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0967_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0969_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0971_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0973_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0975_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0977_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0979_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0981_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0983_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0985_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0987_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0989_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0991_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0993_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0995_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0997_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0999_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR1001_2024-04","transect",2024-04-13,"Wood Lab Pond"
"FLIR0815_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0817_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0819_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0821_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0823_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0825_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0827_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0829_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0831_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0833_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0835_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0837_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0839_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0841_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0843_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0845_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0847_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0849_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0851_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0853_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0855_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0857_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0859_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0861_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0863_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0865_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0867_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0869_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0871_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0873_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0875_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0877_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0879_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0881_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0883_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0885_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0887_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0889_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0891_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0893_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0895_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0897_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0899_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0901_2024-03","transect",2024-03-15,"Phelps Pond"
"FLIR0793_2023-10","transect",2023-10-27,"Vorisek Pond"
"FLIR0795_2023-10","transect",2023-10-27,"Vorisek Pond"
"FLIR0797_2023-10","transect",2023-10-27,"Vorisek Pond"
"FLIR0799_2023-10","transect",2023-10-27,"Vorisek Pond"
"FLIR0801_2023-10","transect",2023-10-27,"Vorisek Pond"
"FLIR0803_2023-10","transect",2023-10-27,"Vorisek Pond"
"FLIR0805_2023-10","transect",2023-10-27,"Vorisek Pond"
"FLIR0807_2023-10","transect",2023-10-27,"Vorisek Pond"
"FLIR1823_2023-06","transect",2023-06-20,"Tuttle Pond"
"FLIR1324_2023-05","transect",2023-05-10,"Admin Pond"
"FLIR2643_2024-08","microhabitat",2024-08-12,"Tuttle Pond"
"FLIR2645_2024-08","microhabitat",2024-08-12,"Tuttle Pond"
"FLIR2647_2024-08","microhabitat",2024-08-12,"Tuttle Pond"
"FLIR2649_2024-08","microhabitat",2024-08-12,"Tuttle Pond"
"FLIR2651_2024-08","microhabitat",2024-08-12,"Tuttle Pond"
"FLIR1717_2024-06","microhabitat",2024-06-03,"Wood Lab Pond"
"FLIR1719_2024-06","microhabitat",2024-06-03,"Wood Lab Pond"
"FLIR1721_2024-06","microhabitat",2024-06-03,"Wood Lab Pond"
"FLIR2327_2024-07","microhabitat",2024-07-24,"RV Pond"
"FLIR2329_2024-07","microhabitat",2024-07-24,"RV Pond"
"FLIR2331_2024-07","microhabitat",2024-07-24,"RV Pond"
"FLIR2221_2024-07","microhabitat",2024-07-23,"Vorisek Pond"
"FLIR2223_2024-07","microhabitat",2024-07-23,"Vorisek Pond"
"FLIR2227_2024-07","microhabitat",2024-07-23,"Vorisek Pond"
"FLIR2107_2024-07","microhabitat",2024-07-09,"Tryon-Weber"
"FLIR2109_2024-07","microhabitat",2024-07-09,"Tryon-Weber"
"FLIR2111_2024-07","microhabitat",2024-07-09,"Tryon-Weber"
"FLIR2113_2024-07","microhabitat",2024-07-09,"Tryon-Weber"
"FLIR1615_2024-05","microhabitat",2024-05-29,"Phelps Pond"
"FLIR1617_2024-05","microhabitat",2024-05-29,"Phelps Pond"
"FLIR1621_2024-05","microhabitat",2024-05-29,"Phelps Pond"
"FLIR2019_2024-07","microhabitat",2024-07-08,"Tuttle Pond"
"FLIR2021_2024-07","microhabitat",2024-07-08,"Tuttle Pond"
"FLIR2023_2024-07","microhabitat",2024-07-08,"Tuttle Pond"
"FLIR1925_2024-06","microhabitat",2024-06-11,"RV Pond"
"FLIR1929_2024-06","microhabitat",2024-06-11,"RV Pond"
"FLIR1931_2024-06","microhabitat",2024-06-11,"RV Pond"
"FLIR1933_2024-06","microhabitat",2024-06-11,"RV Pond"
"FLIR1817_2024-06","microhabitat",2024-06-10,"Vorisek Pond"
"FLIR1819_2024-06","microhabitat",2024-06-10,"Vorisek Pond"
"FLIR1822_2024-06","microhabitat",2024-06-10,"Vorisek Pond"
"FLIR1523_2024-05","microhabitat",2024-05-28,"Tryon-Weber"
"FLIR1525_2024-05","microhabitat",2024-05-28,"Tryon-Weber"
"FLIR1527_2024-05","microhabitat",2024-05-28,"Tryon-Weber"
"FLIR1321_2024-05","microhabitat",2024-05-15,"Vorisek Pond"
"FLIR1325_2024-05","microhabitat",2024-05-15,"Vorisek Pond"
"FLIR1425_2024-05","microhabitat",2024-05-20,"Wood Lab Pond"
"FLIR1427_2024-05","microhabitat",2024-05-20,"Wood Lab Pond"
"FLIR1431_2024-05","microhabitat",2024-05-20,"Wood Lab Pond"
"FLIR1215_2024-05","microhabitat",2024-05-08,"Tuttle Pond"
"FLIR1217_2024-05","microhabitat",2024-05-08,"Tuttle Pond"
"FLIR1219_2024-05","microhabitat",2024-05-08,"Tuttle Pond"
"FLIR1107_2024-05","microhabitat",2024-05-06,"RV Pond"
"FLIR1109_2024-05","microhabitat",2024-05-06,"RV Pond"
"FLIR1111_2024-05","microhabitat",2024-05-06,"RV Pond"
"FLIR1113_2024-05","microhabitat",2024-05-06,"RV Pond"
"FLIR1003_2024-04","microhabitat",2024-04-13,"Wood Lab Pond"
"FLIR1005_2024-04","microhabitat",2024-04-13,"Wood Lab Pond"
"FLIR1007_2024-04","microhabitat",2024-04-13,"Wood Lab Pond"
"FLIR0903_2024-03","microhabitat",2024-03-15,"Phelps Pond"
"FLIR0905_2024-03","microhabitat",2024-03-15,"Phelps Pond"
"FLIR0907_2024-03","microhabitat",2024-03-15,"Phelps Pond"
"FLIR0809_2023-10","microhabitat",2023-10-27,"Vorisek Pond"
"FLIR0811_2023-10","microhabitat",2023-10-27,"Vorisek Pond"
"FLIR0813_2023-10","microhabitat",2023-10-27,"Vorisek Pond"
